query,k,graph_type,retriever_type,algorithm,success,is_expected_path,visited_count,path_length,time,path,selected_edge_count,expected_edge_count,preserved_edge_count,missing_edge_count,preserved_edge_rate,missing_edges
수면 시간이 부족하면 왜 실수가 늘어나는가,3,top_k,naive_top_k,bfs,False,False,4,0,4.6259999919584516e-06,,3,3,0,3,0.0,수면 시간이 부족하다->피로가 쌓인다|집중력이 떨어진다->실수가 늘어난다|피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,3,top_k_expansion,top_k_expansion,bfs,False,False,6,0,7.14699999093682e-06,,7,3,1,2,0.3333333333333333,집중력이 떨어진다->실수가 늘어난다|피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,4,top_k,naive_top_k,bfs,False,False,5,0,5.32300001054864e-06,,4,3,0,3,0.0,수면 시간이 부족하다->피로가 쌓인다|집중력이 떨어진다->실수가 늘어난다|피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,4,top_k_expansion,top_k_expansion,bfs,False,False,6,0,5.22099998079284e-06,,7,3,1,2,0.3333333333333333,집중력이 떨어진다->실수가 늘어난다|피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,5,top_k,naive_top_k,bfs,False,False,6,0,4.8899999853802e-06,,5,3,1,2,0.3333333333333333,집중력이 떨어진다->실수가 늘어난다|피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,5,top_k_expansion,top_k_expansion,bfs,False,False,7,0,6.100999996760947e-06,,8,3,2,1,0.6666666666666666,집중력이 떨어진다->실수가 늘어난다
수면 시간이 부족하면 왜 실수가 늘어나는가,6,top_k,naive_top_k,bfs,False,False,6,0,4.769000014448466e-06,,6,3,2,1,0.6666666666666666,피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,6,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.319999985431423e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,9,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,7,top_k,naive_top_k,bfs,False,False,6,0,5.901999998059182e-06,,7,3,2,1,0.6666666666666666,피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,7,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.874000009953306e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,9,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,8,top_k,naive_top_k,bfs,False,False,6,0,5.802000003996e-06,,8,3,2,1,0.6666666666666666,피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,8,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.632000011246419e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,9,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,9,top_k,naive_top_k,bfs,False,False,6,0,5.35699999204553e-06,,9,3,2,1,0.6666666666666666,피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,9,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.116000008660194e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,11,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,10,top_k,naive_top_k,bfs,False,False,6,0,6.193000018583916e-06,,10,3,2,1,0.6666666666666666,피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,10,top_k_expansion,top_k_expansion,bfs,True,True,8,4,9.879999993245292e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,18,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,15,top_k,naive_top_k,bfs,False,False,6,0,5.169000019122905e-06,,15,3,2,1,0.6666666666666666,피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,15,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.630999988350595e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,27,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,20,top_k,naive_top_k,bfs,False,False,6,0,8.683999993763791e-06,,20,3,2,1,0.6666666666666666,피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,20,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.095999992794532e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,29,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,30,top_k,naive_top_k,bfs,False,False,6,0,6.605999999464984e-06,,30,3,2,1,0.6666666666666666,피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,30,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.312000010666452e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,49,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,40,top_k,naive_top_k,bfs,False,False,6,0,6.715000012036398e-06,,40,3,2,1,0.6666666666666666,피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,40,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.025000002158777e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,62,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,60,top_k,naive_top_k,bfs,False,False,6,0,2.8034999985493414e-05,,60,3,2,1,0.6666666666666666,피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,60,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.2999999929379555e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,84,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,70,top_k,naive_top_k,bfs,True,True,8,4,6.289000026526992e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,70,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,70,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.0389999962117145e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,86,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,75,top_k,naive_top_k,bfs,True,True,8,4,6.24599999810016e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,75,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,75,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.950999988930562e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,88,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,78,top_k,naive_top_k,bfs,True,True,8,4,5.625000000009095e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,78,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,78,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.572000020492851e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,88,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,80,top_k,naive_top_k,bfs,True,True,8,4,6.90699999950084e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,80,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,80,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.7479999782117375e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,88,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,82,top_k,naive_top_k,bfs,True,True,8,4,7.430000010799631e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,82,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,82,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.627000007280003e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,88,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,84,top_k,naive_top_k,bfs,True,True,8,4,5.546000011236174e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,84,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,84,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.031000023971501e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,88,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,85,top_k,naive_top_k,bfs,True,True,8,4,5.670000007285125e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,85,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,85,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.037999978365406e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,88,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,86,top_k,naive_top_k,bfs,True,True,8,4,5.689999994729078e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,86,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,86,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.657000002656787e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,89,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,87,top_k,naive_top_k,bfs,True,True,8,4,6.643999995503691e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,87,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,87,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.229000007351715e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,90,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,88,top_k,naive_top_k,bfs,True,True,8,4,1.7423000002736444e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,88,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,88,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.647999984148555e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,90,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,89,top_k,naive_top_k,bfs,True,True,8,4,1.3881999990417171e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,89,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,89,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.894999984297101e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,90,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,90,top_k,naive_top_k,bfs,True,True,8,4,6.7619999981616274e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,90,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,90,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.070000009434807e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,90,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,95,top_k,naive_top_k,bfs,True,True,8,4,5.227000002605564e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,90,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,95,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.939000002148532e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,90,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,100,top_k,naive_top_k,bfs,True,True,8,4,6.589999998141138e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,90,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,100,top_k_expansion,top_k_expansion,bfs,True,True,8,4,1.079300000128569e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,90,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,FULL,full,full,bfs,True,True,8,4,8.006999991039265e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,90,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,2,top_k,naive_top_k,bfs,False,False,3,0,3.1920000083118794e-06,,2,3,0,3,0.0,감점이 발생한다->과제 점수가 낮아진다|과제 점수가 낮아진다->최종 성적이 하락한다|숙제를 제출하지 않는다->감점이 발생한다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,2,top_k_expansion,top_k_expansion,bfs,False,False,6,0,6.35999998621628e-06,,7,3,1,2,0.3333333333333333,감점이 발생한다->과제 점수가 낮아진다|과제 점수가 낮아진다->최종 성적이 하락한다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,3,top_k,naive_top_k,bfs,False,False,4,0,4.8219999939647096e-06,,3,3,0,3,0.0,감점이 발생한다->과제 점수가 낮아진다|과제 점수가 낮아진다->최종 성적이 하락한다|숙제를 제출하지 않는다->감점이 발생한다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,3,top_k_expansion,top_k_expansion,bfs,False,False,6,0,5.939000004673289e-06,,7,3,1,2,0.3333333333333333,감점이 발생한다->과제 점수가 낮아진다|과제 점수가 낮아진다->최종 성적이 하락한다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,4,top_k,naive_top_k,bfs,False,False,5,0,5.566000027101836e-06,,4,3,0,3,0.0,감점이 발생한다->과제 점수가 낮아진다|과제 점수가 낮아진다->최종 성적이 하락한다|숙제를 제출하지 않는다->감점이 발생한다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,4,top_k_expansion,top_k_expansion,bfs,False,False,6,0,5.395000016505946e-06,,7,3,1,2,0.3333333333333333,감점이 발생한다->과제 점수가 낮아진다|과제 점수가 낮아진다->최종 성적이 하락한다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,5,top_k,naive_top_k,bfs,False,False,6,0,4.588999985344344e-06,,5,3,1,2,0.3333333333333333,감점이 발생한다->과제 점수가 낮아진다|과제 점수가 낮아진다->최종 성적이 하락한다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,5,top_k_expansion,top_k_expansion,bfs,False,False,7,0,6.339999998772328e-06,,8,3,2,1,0.6666666666666666,과제 점수가 낮아진다->최종 성적이 하락한다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,6,top_k,naive_top_k,bfs,False,False,6,0,4.3729999958941335e-06,,6,3,2,1,0.6666666666666666,감점이 발생한다->과제 점수가 낮아진다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,6,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.691999999475229e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,9,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,7,top_k,naive_top_k,bfs,False,False,6,0,5.5879999933949875e-06,,7,3,2,1,0.6666666666666666,감점이 발생한다->과제 점수가 낮아진다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,7,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.272999999306194e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,9,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,8,top_k,naive_top_k,bfs,False,False,6,0,6.225000021231608e-06,,8,3,2,1,0.6666666666666666,감점이 발생한다->과제 점수가 낮아진다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,8,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.990999994764934e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,9,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,9,top_k,naive_top_k,bfs,False,False,6,0,5.998000006002258e-06,,9,3,2,1,0.6666666666666666,감점이 발생한다->과제 점수가 낮아진다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,9,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.9439999802179955e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,16,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,10,top_k,naive_top_k,bfs,False,False,6,0,5.441999974209466e-06,,10,3,2,1,0.6666666666666666,감점이 발생한다->과제 점수가 낮아진다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,10,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.7379999961758585e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,23,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,15,top_k,naive_top_k,bfs,False,False,6,0,5.428999998002837e-06,,15,3,2,1,0.6666666666666666,감점이 발생한다->과제 점수가 낮아진다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,15,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.665999990218552e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,24,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,20,top_k,naive_top_k,bfs,False,False,6,0,5.718000011256663e-06,,20,3,2,1,0.6666666666666666,감점이 발생한다->과제 점수가 낮아진다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,20,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.16900001407339e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,31,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,30,top_k,naive_top_k,bfs,False,False,6,0,2.3932999994258353e-05,,30,3,2,1,0.6666666666666666,감점이 발생한다->과제 점수가 낮아진다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,30,top_k_expansion,top_k_expansion,bfs,True,True,8,4,2.3249999998142812e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,45,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,40,top_k,naive_top_k,bfs,False,False,6,0,6.581999997479215e-06,,40,3,2,1,0.6666666666666666,감점이 발생한다->과제 점수가 낮아진다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,40,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.267000003390422e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,66,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,60,top_k,naive_top_k,bfs,False,False,6,0,6.118999976933992e-06,,60,3,2,1,0.6666666666666666,감점이 발생한다->과제 점수가 낮아진다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,60,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.21499998235231e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,79,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,70,top_k,naive_top_k,bfs,True,True,8,4,6.789999986267503e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,70,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,70,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.290999974429724e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,83,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,75,top_k,naive_top_k,bfs,True,True,8,4,6.370999983573711e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,75,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,75,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.487000004857691e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,85,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,78,top_k,naive_top_k,bfs,True,True,8,4,6.832999986272625e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,78,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,78,top_k_expansion,top_k_expansion,bfs,True,True,8,4,1.10779999999977e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,85,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,80,top_k,naive_top_k,bfs,True,True,8,4,7.79699999498007e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,80,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,80,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.1749999790426955e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,87,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,82,top_k,naive_top_k,bfs,True,True,8,4,6.882000008090472e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,82,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,82,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.063999987622083e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,87,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,84,top_k,naive_top_k,bfs,True,True,8,4,6.769000009398951e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,84,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,84,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.831999994323269e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,88,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,85,top_k,naive_top_k,bfs,True,True,8,4,2.6662999999871317e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,85,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,85,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.428999992953322e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,88,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,86,top_k,naive_top_k,bfs,True,True,8,4,6.979000005458147e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,86,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,86,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.584000002225366e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,89,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,87,top_k,naive_top_k,bfs,True,True,8,4,5.786999992096753e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,87,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,87,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.678000005422291e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,90,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,88,top_k,naive_top_k,bfs,True,True,8,4,7.46599999956743e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,88,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,88,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.019000011292519e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,90,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,89,top_k,naive_top_k,bfs,True,True,8,4,7.404000001542954e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,89,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,89,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.5680000034262775e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,90,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,90,top_k,naive_top_k,bfs,True,True,8,4,7.5560000141194905e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,90,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,90,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.973000014591889e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,90,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,95,top_k,naive_top_k,bfs,True,True,8,4,7.430000010799631e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,90,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,95,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.752999979653396e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,90,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,100,top_k,naive_top_k,bfs,True,True,8,4,7.234000008793373e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,90,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,100,top_k_expansion,top_k_expansion,bfs,True,True,8,4,9.680999994543527e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,90,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,FULL,full,full,bfs,True,True,8,4,8.091000012200311e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,90,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,2,top_k,naive_top_k,bfs,False,False,3,0,4.602999979397282e-06,,2,3,0,3,0.0,서버 메모리가 부족하다->프로세스가 느려진다|응답 시간이 증가한다->사용자 요청이 실패한다|프로세스가 느려진다->응답 시간이 증가한다
